Year,STATE/UT,DISTRICT,Dowry_Deaths
2007,andhrapradesh,srikakulam,12
2008,andhrapradesh,srikakulam,6
2009,andhrapradesh,srikakulam,6
2010,andhrapradesh,srikakulam,5
2011,andhrapradesh,srikakulam,8
2012,andhrapradesh,srikakulam,3
2013,andhrapradesh,srikakulam,3
2001,jammu&kashmir,srinagar,0
2002,jammu&kashmir,srinagar,0
2003,jammu&kashmir,srinagar,0
2004,jammu&kashmir,srinagar,0
2005,jammu&kashmir,srinagar,0
2006,jammu&kashmir,srinagar,0
2007,jammu&kashmir,srinagar,0
2008,jammu&kashmir,srinagar,0
2009,jammu&kashmir,srinagar,0
2010,jammu&kashmir,srinagar,0
2011,jammu&kashmir,srinagar,0
2012,jammu&kashmir,srinagar,0
2013,jammu&kashmir,srinagar,0
2001,odisha,srp(cuttack),0
2002,odisha,srp(cuttack),0
2003,odisha,srp(cuttack),0
2004,odisha,srp(cuttack),0
2005,odisha,srp(cuttack),0
2006,odisha,srp(cuttack),0
2007,odisha,srp(cuttack),0
2008,odisha,srp(cuttack),0
2009,odisha,srp(cuttack),1
2010,odisha,srp(cuttack),0
2011,odisha,srp(cuttack),0
2012,odisha,srp(cuttack),0
2013,odisha,srp(cuttack),0
2001,odisha,srp(rourkela),0
2002,odisha,srp(rourkela),0
2003,odisha,srp(rourkela),0
2004,odisha,srp(rourkela),0
2005,odisha,srp(rourkela),0
2006,odisha,srp(rourkela),0
2007,odisha,srp(rourkela),0
2008,odisha,srp(rourkela),0
2009,odisha,srp(rourkela),0
2010,odisha,srp(rourkela),1
2011,odisha,srp(rourkela),1
2012,odisha,srp(rourkela),1
2013,odisha,srp(rourkela),0
2001,uttarpradesh,st.ravidasnagar,9
2002,uttarpradesh,st.ravidasnagar,4
2003,uttarpradesh,st.ravidasnagar,5
2004,uttarpradesh,st.ravidasnagar,13
2005,uttarpradesh,st.ravidasnagar,8
2006,uttarpradesh,st.ravidasnagar,9
2007,uttarpradesh,st.ravidasnagar,14
2008,uttarpradesh,st.ravidasnagar,11
2009,uttarpradesh,st.ravidasnagar,10
2010,uttarpradesh,st.ravidasnagar,11
2011,uttarpradesh,st.ravidasnagar,11
2012,uttarpradesh,st.ravidasnagar,7
2013,uttarpradesh,st.ravidasnagar,13
2001,arunachalpradesh,subansiri_lower,0
2002,arunachalpradesh,subansiri_lower,0
2003,arunachalpradesh,subansiri_lower,0
2004,arunachalpradesh,subansiri_lower,0
2005,arunachalpradesh,subansiri_lower,0
2006,arunachalpradesh,subansiri_lower,0
2007,arunachalpradesh,subansiri_lower,0
2008,arunachalpradesh,subansiri_lower,0
2009,arunachalpradesh,subansiri_lower,0
2010,arunachalpradesh,subansiri_lower,0
2011,arunachalpradesh,subansiri_lower,0
2012,arunachalpradesh,subansiri_lower,0
2013,arunachalpradesh,subansiri_lower,0
2001,arunachalpradesh,subansiri_upper,0
2002,arunachalpradesh,subansiri_upper,0
2003,arunachalpradesh,subansiri_upper,0
2004,arunachalpradesh,subansiri_upper,0
2005,arunachalpradesh,subansiri_upper,0
2006,arunachalpradesh,subansiri_upper,0
2007,arunachalpradesh,subansiri_upper,0
2008,arunachalpradesh,subansiri_upper,0
2009,arunachalpradesh,subansiri_upper,0
2010,arunachalpradesh,subansiri_upper,0
2011,arunachalpradesh,subansiri_upper,0
2012,arunachalpradesh,subansiri_upper,0
2013,arunachalpradesh,subansiri_upper,0
2001,uttarpradesh,sultanpur,38
2002,uttarpradesh,sultanpur,20
2003,uttarpradesh,sultanpur,19
2004,uttarpradesh,sultanpur,17
2005,uttarpradesh,sultanpur,14
2006,uttarpradesh,sultanpur,23
2007,uttarpradesh,sultanpur,21
2008,uttarpradesh,sultanpur,12
2009,uttarpradesh,sultanpur,28
2010,uttarpradesh,sultanpur,16
2011,uttarpradesh,sultanpur,14
2012,uttarpradesh,sultanpur,15
2013,uttarpradesh,sultanpur,15
2001,odisha,sundargarh,4
2002,odisha,sundargarh,4
2003,odisha,sundargarh,5
2004,odisha,sundargarh,2
2005,odisha,sundargarh,2
2006,odisha,sundargarh,0
2007,odisha,sundargarh,2
2008,odisha,sundargarh,7
2009,odisha,sundargarh,4
2010,odisha,sundargarh,2
2011,odisha,sundargarh,5
2012,odisha,sundargarh,8
2013,odisha,sundargarh,8
2001,bihar,supaul,7
2002,bihar,supaul,7
2003,bihar,supaul,6
2004,bihar,supaul,7
2005,bihar,supaul,7
2006,bihar,supaul,8
2007,bihar,supaul,14
2008,bihar,supaul,15
2009,bihar,supaul,12
2010,bihar,supaul,12
2011,bihar,supaul,24
2012,bihar,supaul,15
2013,bihar,supaul,19
2001,gujarat,surat_commr.,20
2002,gujarat,surat_commr.,20
2003,gujarat,surat_commr.,19
2004,gujarat,surat_commr.,17
2005,gujarat,surat_commr.,12
2006,gujarat,surat_commr.,22
2007,gujarat,surat_commr.,21
2008,gujarat,surat_commr.,11
2009,gujarat,surat_commr.,9
2010,gujarat,surat_commr.,3
2011,gujarat,surat_commr.,0
2012,gujarat,surat_commr.,3
2013,gujarat,surat_commr.,2
2001,gujarat,surat_rural,0
2002,gujarat,surat_rural,0
2003,gujarat,surat_rural,0
2004,gujarat,surat_rural,3
2005,gujarat,surat_rural,5
2006,gujarat,surat_rural,0
2007,gujarat,surat_rural,1
2008,gujarat,surat_rural,0
2009,gujarat,surat_rural,0
2010,gujarat,surat_rural,0
2011,gujarat,surat_rural,0
2012,gujarat,surat_rural,1
2013,gujarat,surat_rural,1
2001,gujarat,surendranagar,2
2002,gujarat,surendranagar,4
2003,gujarat,surendranagar,6
2004,gujarat,surendranagar,0
2005,gujarat,surendranagar,0
2006,gujarat,surendranagar,1
2007,gujarat,surendranagar,0
2008,gujarat,surendranagar,0
2009,gujarat,surendranagar,0
2010,gujarat,surendranagar,0
2011,gujarat,surendranagar,0
2012,gujarat,surendranagar,0
2013,gujarat,surendranagar,0
2001,manipur,tamenglong,0
2002,manipur,tamenglong,0
2003,manipur,tamenglong,0
2004,manipur,tamenglong,0
2005,manipur,tamenglong,0
2006,manipur,tamenglong,0
2007,manipur,tamenglong,0
2008,manipur,tamenglong,0
2009,manipur,tamenglong,0
2010,manipur,tamenglong,0
2011,manipur,tamenglong,0
2012,manipur,tamenglong,0
2013,manipur,tamenglong,0
2001,punjab,tarn_taran,8
2002,punjab,tarn_taran,4
2003,punjab,tarn_taran,3
2004,punjab,tarn_taran,10
2005,punjab,tarn_taran,3
2006,punjab,tarn_taran,7
2007,punjab,tarn_taran,6
2008,punjab,tarn_taran,2
2009,punjab,tarn_taran,3
2010,punjab,tarn_taran,5
2011,punjab,tarn_taran,3
2012,punjab,tarn_taran,3
2013,punjab,tarn_taran,7
2001,arunachalpradesh,tawang,0
2002,arunachalpradesh,tawang,0
2003,arunachalpradesh,tawang,0
2004,arunachalpradesh,tawang,0
2005,arunachalpradesh,tawang,0
2006,arunachalpradesh,tawang,0
2007,arunachalpradesh,tawang,0
2008,arunachalpradesh,tawang,0
2009,arunachalpradesh,tawang,0
2010,arunachalpradesh,tawang,0
2011,arunachalpradesh,tawang,0
2012,arunachalpradesh,tawang,0
2013,arunachalpradesh,tawang,0
2001,uttarakhand,tehri_garhwal,2
2002,uttarakhand,tehri_garhwal,3
2003,uttarakhand,tehri_garhwal,6
2004,uttarakhand,tehri_garhwal,4
2005,uttarakhand,tehri_garhwal,6
2006,uttarakhand,tehri_garhwal,6
2007,uttarakhand,tehri_garhwal,3
2008,uttarakhand,tehri_garhwal,2
2009,uttarakhand,tehri_garhwal,1
2010,uttarakhand,tehri_garhwal,2
2011,uttarakhand,tehri_garhwal,1
2012,uttarakhand,tehri_garhwal,3
2013,uttarakhand,tehri_garhwal,0
2001,maharashtra,thane_commr.,6
2002,maharashtra,thane_commr.,3
2003,maharashtra,thane_commr.,4
2004,maharashtra,thane_commr.,7
2005,maharashtra,thane_commr.,1
2006,maharashtra,thane_commr.,4
2007,maharashtra,thane_commr.,20
2008,maharashtra,thane_commr.,12
2009,maharashtra,thane_commr.,12
2010,maharashtra,thane_commr.,9
2011,maharashtra,thane_commr.,8
2012,maharashtra,thane_commr.,4
2013,maharashtra,thane_commr.,14
2001,maharashtra,thane_rural,6
2002,maharashtra,thane_rural,16
2003,maharashtra,thane_rural,6
2004,maharashtra,thane_rural,10
2005,maharashtra,thane_rural,5
2006,maharashtra,thane_rural,6
2007,maharashtra,thane_rural,7
2008,maharashtra,thane_rural,7
2009,maharashtra,thane_rural,1
2010,maharashtra,thane_rural,6
2011,maharashtra,thane_rural,10
2012,maharashtra,thane_rural,6
2013,maharashtra,thane_rural,8
2001,tamilnadu,thanjavur,0
2002,tamilnadu,thanjavur,1
2003,tamilnadu,thanjavur,1
2004,tamilnadu,thanjavur,5
2005,tamilnadu,thanjavur,7
2006,tamilnadu,thanjavur,6
2007,tamilnadu,thanjavur,9
2008,tamilnadu,thanjavur,7
2009,tamilnadu,thanjavur,8
2010,tamilnadu,thanjavur,3
2011,tamilnadu,thanjavur,1
2012,tamilnadu,thanjavur,1
2013,tamilnadu,thanjavur,0
2001,tamilnadu,theni,4
2002,tamilnadu,theni,4
2003,tamilnadu,theni,4
2004,tamilnadu,theni,1
2005,tamilnadu,theni,2
2006,tamilnadu,theni,3
2007,tamilnadu,theni,3
2008,tamilnadu,theni,4
2009,tamilnadu,theni,7
2010,tamilnadu,theni,5
2011,tamilnadu,theni,12
2012,tamilnadu,theni,5
2013,tamilnadu,theni,5
2001,tamilnadu,thirunelveli_rural,3
2002,tamilnadu,thirunelveli_rural,3
2003,tamilnadu,thirunelveli_rural,11
2004,tamilnadu,thirunelveli_rural,5
2005,tamilnadu,thirunelveli_rural,5
2006,tamilnadu,thirunelveli_rural,7
2007,tamilnadu,thirunelveli_rural,5
2008,tamilnadu,thirunelveli_rural,3
2009,tamilnadu,thirunelveli_rural,5
2010,tamilnadu,thirunelveli_rural,3
2011,tamilnadu,thirunelveli_rural,8
2012,tamilnadu,thirunelveli_rural,3
2013,tamilnadu,thirunelveli_rural,6
2001,tamilnadu,thirunelveli_urban,0
2002,tamilnadu,thirunelveli_urban,6
2003,tamilnadu,thirunelveli_urban,0
2004,tamilnadu,thirunelveli_urban,2
2005,tamilnadu,thirunelveli_urban,1
2006,tamilnadu,thirunelveli_urban,1
2007,tamilnadu,thirunelveli_urban,1
2008,tamilnadu,thirunelveli_urban,2
2009,tamilnadu,thirunelveli_urban,1
2010,tamilnadu,thirunelveli_urban,0
2011,tamilnadu,thirunelveli_urban,0
2012,tamilnadu,thirunelveli_urban,2
2013,tamilnadu,thirunelveli_urban,0
2001,tamilnadu,thiruvallur,6
2002,tamilnadu,thiruvallur,7
2003,tamilnadu,thiruvallur,8
2004,tamilnadu,thiruvallur,14
2005,tamilnadu,thiruvallur,14
2006,tamilnadu,thiruvallur,2
2007,tamilnadu,thiruvallur,3
2008,tamilnadu,thiruvallur,9
2009,tamilnadu,thiruvallur,6
2010,tamilnadu,thiruvallur,6
2011,tamilnadu,thiruvallur,7
2012,tamilnadu,thiruvallur,5
2013,tamilnadu,thiruvallur,9
2001,tamilnadu,thiruvannamalai,1
2002,tamilnadu,thiruvannamalai,9
2003,tamilnadu,thiruvannamalai,6
2004,tamilnadu,thiruvannamalai,3
2005,tamilnadu,thiruvannamalai,5
2006,tamilnadu,thiruvannamalai,1
2007,tamilnadu,thiruvannamalai,4
2008,tamilnadu,thiruvannamalai,3
2009,tamilnadu,thiruvannamalai,3
2010,tamilnadu,thiruvannamalai,0
2011,tamilnadu,thiruvannamalai,3
2012,tamilnadu,thiruvannamalai,1
2013,tamilnadu,thiruvannamalai,2
2001,tamilnadu,thiruvarur,4
2002,tamilnadu,thiruvarur,5
2003,tamilnadu,thiruvarur,2
2004,tamilnadu,thiruvarur,2
2005,tamilnadu,thiruvarur,1
2006,tamilnadu,thiruvarur,5
2007,tamilnadu,thiruvarur,10
2008,tamilnadu,thiruvarur,1
2009,tamilnadu,thiruvarur,0
2010,tamilnadu,thiruvarur,0
2011,tamilnadu,thiruvarur,2
2012,tamilnadu,thiruvarur,1
2013,tamilnadu,thiruvarur,1
2001,tamilnadu,thoothugudi,1
2002,tamilnadu,thoothugudi,4
2003,tamilnadu,thoothugudi,5
2004,tamilnadu,thoothugudi,2
2005,tamilnadu,thoothugudi,3
2006,tamilnadu,thoothugudi,2
2007,tamilnadu,thoothugudi,2
2008,tamilnadu,thoothugudi,4
2009,tamilnadu,thoothugudi,3
2010,tamilnadu,thoothugudi,3
2011,tamilnadu,thoothugudi,4
2012,tamilnadu,thoothugudi,1
2013,tamilnadu,thoothugudi,2
2001,manipur,thoubal,0
2002,manipur,thoubal,0
2003,manipur,thoubal,0
2004,manipur,thoubal,0
2005,manipur,thoubal,0
2006,manipur,thoubal,0
2007,manipur,thoubal,0
2008,manipur,thoubal,0
2009,manipur,thoubal,0
2010,manipur,thoubal,0
2011,manipur,thoubal,0
2012,manipur,thoubal,0
2013,manipur,thoubal,0
2001,madhyapradesh,tikamgarh,15
2002,madhyapradesh,tikamgarh,20
2003,madhyapradesh,tikamgarh,20
2004,madhyapradesh,tikamgarh,24
2005,madhyapradesh,tikamgarh,18
2006,madhyapradesh,tikamgarh,22
2007,madhyapradesh,tikamgarh,14
2008,madhyapradesh,tikamgarh,25
2009,madhyapradesh,tikamgarh,18
2010,madhyapradesh,tikamgarh,15
2011,madhyapradesh,tikamgarh,18
2012,madhyapradesh,tikamgarh,16
2013,madhyapradesh,tikamgarh,14
2001,assam,tinsukia,2
2002,assam,tinsukia,1
2003,assam,tinsukia,2
2004,assam,tinsukia,1
2005,assam,tinsukia,10
2006,assam,tinsukia,3
2007,assam,tinsukia,0
2008,assam,tinsukia,2
2009,assam,tinsukia,2
2010,assam,tinsukia,16
2011,assam,tinsukia,1
2012,assam,tinsukia,1
2013,assam,tinsukia,7
2001,arunachalpradesh,tirap,0
2002,arunachalpradesh,tirap,0
2003,arunachalpradesh,tirap,0
2004,arunachalpradesh,tirap,0
2005,arunachalpradesh,tirap,0
2006,arunachalpradesh,tirap,1
2007,arunachalpradesh,tirap,0
2008,arunachalpradesh,tirap,0
2009,arunachalpradesh,tirap,0
2010,arunachalpradesh,tirap,0
2011,arunachalpradesh,tirap,0
2012,arunachalpradesh,tirap,0
2013,arunachalpradesh,tirap,0
2001,rajasthan,tonk,7
2002,rajasthan,tonk,1
2003,rajasthan,tonk,5
2004,rajasthan,tonk,5
2005,rajasthan,tonk,1
2006,rajasthan,tonk,5
2007,rajasthan,tonk,3
2008,rajasthan,tonk,6
2009,rajasthan,tonk,4
2010,rajasthan,tonk,4
2011,rajasthan,tonk,5
2012,rajasthan,tonk,3
2013,rajasthan,tonk,5
2001,tamilnadu,trichy_rly.,0
2002,tamilnadu,trichy_rly.,0
2003,tamilnadu,trichy_rly.,0
2004,tamilnadu,trichy_rly.,0
2005,tamilnadu,trichy_rly.,0
2006,tamilnadu,trichy_rly.,0
2007,tamilnadu,trichy_rly.,0
2008,tamilnadu,trichy_rly.,0
2009,tamilnadu,trichy_rly.,0
2010,tamilnadu,trichy_rly.,1
2011,tamilnadu,trichy_rly.,0
2012,tamilnadu,trichy_rly.,0
2013,tamilnadu,trichy_rly.,0
2001,tamilnadu,trichy_rural,3
2002,tamilnadu,trichy_rural,10
2003,tamilnadu,trichy_rural,7
2004,tamilnadu,trichy_rural,5
2005,tamilnadu,trichy_rural,7
2006,tamilnadu,trichy_rural,6
2007,tamilnadu,trichy_rural,4
2008,tamilnadu,trichy_rural,5
2009,tamilnadu,trichy_rural,6
2010,tamilnadu,trichy_rural,5
2011,tamilnadu,trichy_rural,2
2012,tamilnadu,trichy_rural,3
2013,tamilnadu,trichy_rural,3
2001,tamilnadu,trichy_urban,4
2002,tamilnadu,trichy_urban,7
2003,tamilnadu,trichy_urban,0
2004,tamilnadu,trichy_urban,4
2005,tamilnadu,trichy_urban,2
2006,tamilnadu,trichy_urban,6
2007,tamilnadu,trichy_urban,2
2008,tamilnadu,trichy_urban,5
2009,tamilnadu,trichy_urban,0
2010,tamilnadu,trichy_urban,6
2011,tamilnadu,trichy_urban,2
2012,tamilnadu,trichy_urban,3
2013,tamilnadu,trichy_urban,0
2001,nagaland,tuensang,0
2002,nagaland,tuensang,0
2003,nagaland,tuensang,0
2004,nagaland,tuensang,0
2005,nagaland,tuensang,0
2006,nagaland,tuensang,0
2007,nagaland,tuensang,0
2008,nagaland,tuensang,0
2009,nagaland,tuensang,0
2010,nagaland,tuensang,0
2011,nagaland,tuensang,0
2012,nagaland,tuensang,0
2013,nagaland,tuensang,0
2001,karnataka,tumkur,28
2002,karnataka,tumkur,16
2003,karnataka,tumkur,10
2004,karnataka,tumkur,16
2005,karnataka,tumkur,8
2006,karnataka,tumkur,10
2007,karnataka,tumkur,10
2008,karnataka,tumkur,16
2009,karnataka,tumkur,13
2010,karnataka,tumkur,14
2011,karnataka,tumkur,17
2012,karnataka,tumkur,18
2013,karnataka,tumkur,14
2001,rajasthan,udaipur,9
2002,rajasthan,udaipur,12
2003,rajasthan,udaipur,5
2004,rajasthan,udaipur,14
2005,rajasthan,udaipur,11
2006,rajasthan,udaipur,7
2007,rajasthan,udaipur,10
2008,rajasthan,udaipur,11
2009,rajasthan,udaipur,15
2010,rajasthan,udaipur,14
2011,rajasthan,udaipur,14
2012,rajasthan,udaipur,9
2013,rajasthan,udaipur,10
2001,jammu&kashmir,udhampur,2
2002,jammu&kashmir,udhampur,4
2003,jammu&kashmir,udhampur,3
2004,jammu&kashmir,udhampur,0
2005,jammu&kashmir,udhampur,1
2006,jammu&kashmir,udhampur,0
2007,jammu&kashmir,udhampur,0
2008,jammu&kashmir,udhampur,0
2009,jammu&kashmir,udhampur,0
2010,jammu&kashmir,udhampur,0
2011,jammu&kashmir,udhampur,0
2012,jammu&kashmir,udhampur,0
2013,jammu&kashmir,udhampur,0
2001,uttarakhand,udhamsingh_nagar,10
2002,uttarakhand,udhamsingh_nagar,11
2003,uttarakhand,udhamsingh_nagar,15
2004,uttarakhand,udhamsingh_nagar,21
2005,uttarakhand,udhamsingh_nagar,5
2006,uttarakhand,udhamsingh_nagar,11
2007,uttarakhand,udhamsingh_nagar,9
2008,uttarakhand,udhamsingh_nagar,11
2009,uttarakhand,udhamsingh_nagar,19
2010,uttarakhand,udhamsingh_nagar,23
2011,uttarakhand,udhamsingh_nagar,17
2012,uttarakhand,udhamsingh_nagar,22
2013,uttarakhand,udhamsingh_nagar,12
2001,karnataka,udupi,0
2002,karnataka,udupi,2
2003,karnataka,udupi,0
2004,karnataka,udupi,0
2005,karnataka,udupi,2
2006,karnataka,udupi,4
2007,karnataka,udupi,1
2008,karnataka,udupi,0
2009,karnataka,udupi,0
2010,karnataka,udupi,1
2011,karnataka,udupi,1
2012,karnataka,udupi,0
2013,karnataka,udupi,2
2001,madhyapradesh,ujjain,7
2002,madhyapradesh,ujjain,9
2003,madhyapradesh,ujjain,7
2004,madhyapradesh,ujjain,13
2005,madhyapradesh,ujjain,17
2006,madhyapradesh,ujjain,12
2007,madhyapradesh,ujjain,14
2008,madhyapradesh,ujjain,23
2009,madhyapradesh,ujjain,20
2010,madhyapradesh,ujjain,20
2011,madhyapradesh,ujjain,14
2012,madhyapradesh,ujjain,11
2013,madhyapradesh,ujjain,13
2001,manipur,ukhrul,0
2002,manipur,ukhrul,0
2003,manipur,ukhrul,0
2004,manipur,ukhrul,0
2005,manipur,ukhrul,0
2006,manipur,ukhrul,0
2007,manipur,ukhrul,0
2008,manipur,ukhrul,0
2009,manipur,ukhrul,0
2010,manipur,ukhrul,0
2011,manipur,ukhrul,0
2012,manipur,ukhrul,0
2013,manipur,ukhrul,0
2001,madhyapradesh,umariya,2
2002,madhyapradesh,umariya,7
2003,madhyapradesh,umariya,5
2004,madhyapradesh,umariya,6
2005,madhyapradesh,umariya,1
2006,madhyapradesh,umariya,4
2007,madhyapradesh,umariya,3
2008,madhyapradesh,umariya,5
2009,madhyapradesh,umariya,3
2010,madhyapradesh,umariya,3
2011,madhyapradesh,umariya,3
2012,madhyapradesh,umariya,0
2013,madhyapradesh,umariya,5
2001,himachalpradesh,una,0
2002,himachalpradesh,una,0
2003,himachalpradesh,una,0
2004,himachalpradesh,una,1
2005,himachalpradesh,una,0
2006,himachalpradesh,una,1
2007,himachalpradesh,una,0
2008,himachalpradesh,una,0
2009,himachalpradesh,una,0
2010,himachalpradesh,una,1
2011,himachalpradesh,una,0
2012,himachalpradesh,una,0
2013,himachalpradesh,una,0
2001,uttarpradesh,unnao,63
2002,uttarpradesh,unnao,57
2003,uttarpradesh,unnao,42
2004,uttarpradesh,unnao,29
2005,uttarpradesh,unnao,40
2006,uttarpradesh,unnao,37
2007,uttarpradesh,unnao,52
2008,uttarpradesh,unnao,52
2009,uttarpradesh,unnao,40
2010,uttarpradesh,unnao,26
2011,uttarpradesh,unnao,30
2012,uttarpradesh,unnao,44
2013,uttarpradesh,unnao,44
2001,westbengal,uttar_dinajpur,4
2002,westbengal,uttar_dinajpur,10
2003,westbengal,uttar_dinajpur,14
2004,westbengal,uttar_dinajpur,9
2005,westbengal,uttar_dinajpur,17
2006,westbengal,uttar_dinajpur,5
2007,westbengal,uttar_dinajpur,12
2008,westbengal,uttar_dinajpur,11
2009,westbengal,uttar_dinajpur,18
2010,westbengal,uttar_dinajpur,22
2011,westbengal,uttar_dinajpur,19
2012,westbengal,uttar_dinajpur,9
2013,westbengal,uttar_dinajpur,5
2001,karnataka,uttar_kannada,3
2002,karnataka,uttar_kannada,1
2003,karnataka,uttar_kannada,0
2004,karnataka,uttar_kannada,3
2005,karnataka,uttar_kannada,2
2006,karnataka,uttar_kannada,0
2007,karnataka,uttar_kannada,1
2008,karnataka,uttar_kannada,1
2009,karnataka,uttar_kannada,2
2010,karnataka,uttar_kannada,0
2011,karnataka,uttar_kannada,3
2012,karnataka,uttar_kannada,1
2013,karnataka,uttar_kannada,6
2001,uttarakhand,uttarkashi,1
2002,uttarakhand,uttarkashi,0
2003,uttarakhand,uttarkashi,0
2004,uttarakhand,uttarkashi,2
2005,uttarakhand,uttarkashi,0
2006,uttarakhand,uttarkashi,3
2007,uttarakhand,uttarkashi,3
2008,uttarakhand,uttarkashi,1
2009,uttarakhand,uttarkashi,0
2010,uttarakhand,uttarkashi,0
2011,uttarakhand,uttarkashi,0
2012,uttarakhand,uttarkashi,0
2013,uttarakhand,uttarkashi,0
2001,gujarat,vadodara_commr.,0
2002,gujarat,vadodara_commr.,0
2003,gujarat,vadodara_commr.,0
2004,gujarat,vadodara_commr.,0
2005,gujarat,vadodara_commr.,0
2006,gujarat,vadodara_commr.,0
2007,gujarat,vadodara_commr.,0
2008,gujarat,vadodara_commr.,0
2009,gujarat,vadodara_commr.,0
2010,gujarat,vadodara_commr.,0
2011,gujarat,vadodara_commr.,1
2012,gujarat,vadodara_commr.,0
2013,gujarat,vadodara_commr.,0
2001,gujarat,vadodara_rural,0
2002,gujarat,vadodara_rural,0
2003,gujarat,vadodara_rural,0
2004,gujarat,vadodara_rural,0
2005,gujarat,vadodara_rural,0
2006,gujarat,vadodara_rural,0
2007,gujarat,vadodara_rural,0
2008,gujarat,vadodara_rural,0
2009,gujarat,vadodara_rural,0
2010,gujarat,vadodara_rural,0
2011,gujarat,vadodara_rural,0
2012,gujarat,vadodara_rural,0
2013,gujarat,vadodara_rural,0
2001,bihar,vaishali,59
2002,bihar,vaishali,65
2003,bihar,vaishali,69
2004,bihar,vaishali,98
2005,bihar,vaishali,72
2006,bihar,vaishali,77
2007,bihar,vaishali,68
2008,bihar,vaishali,64
2009,bihar,vaishali,73
2010,bihar,vaishali,74
2011,bihar,vaishali,76
2012,bihar,vaishali,62
2013,bihar,vaishali,61
2001,gujarat,valsad,0
2002,gujarat,valsad,0
2003,gujarat,valsad,0
2004,gujarat,valsad,0
2005,gujarat,valsad,1
2006,gujarat,valsad,0
2007,gujarat,valsad,0
2008,gujarat,valsad,0
2009,gujarat,valsad,0
2010,gujarat,valsad,0
2011,gujarat,valsad,0
2012,gujarat,valsad,0
2013,gujarat,valsad,0
2001,uttarpradesh,varanasi,31
2002,uttarpradesh,varanasi,34
2003,uttarpradesh,varanasi,21
2004,uttarpradesh,varanasi,30
2005,uttarpradesh,varanasi,19
2006,uttarpradesh,varanasi,23
2007,uttarpradesh,varanasi,35
2008,uttarpradesh,varanasi,36
2009,uttarpradesh,varanasi,29
2010,uttarpradesh,varanasi,26
2011,uttarpradesh,varanasi,41
2012,uttarpradesh,varanasi,35
2013,uttarpradesh,varanasi,36
2001,tamilnadu,vellore,8
2002,tamilnadu,vellore,13
2003,tamilnadu,vellore,6
2004,tamilnadu,vellore,6
2005,tamilnadu,vellore,12
2006,tamilnadu,vellore,7
2007,tamilnadu,vellore,8
2008,tamilnadu,vellore,7
2009,tamilnadu,vellore,10
2010,tamilnadu,vellore,8
2011,tamilnadu,vellore,5
2012,tamilnadu,vellore,8
2013,tamilnadu,vellore,8
2001,madhyapradesh,vidisha,13
2002,madhyapradesh,vidisha,8
2003,madhyapradesh,vidisha,12
2004,madhyapradesh,vidisha,11
2005,madhyapradesh,vidisha,27
2006,madhyapradesh,vidisha,15
2007,madhyapradesh,vidisha,20
2008,madhyapradesh,vidisha,24
2009,madhyapradesh,vidisha,19
2010,madhyapradesh,vidisha,17
2011,madhyapradesh,vidisha,16
2012,madhyapradesh,vidisha,19
2013,madhyapradesh,vidisha,20
2001,andhrapradesh,vijayawada_rly.,0
2002,andhrapradesh,vijayawada_rly.,0
2003,andhrapradesh,vijayawada_rly.,0
2004,andhrapradesh,vijayawada_rly.,0
2005,andhrapradesh,vijayawada_rly.,0
2006,andhrapradesh,vijayawada_rly.,0
2007,andhrapradesh,vijayawada_rly.,0
2008,andhrapradesh,vijayawada_rly.,0
2009,andhrapradesh,vijayawada_rly.,0
2010,andhrapradesh,vijayawada_rly.,3
2011,andhrapradesh,vijayawada_rly.,1
2012,andhrapradesh,vijayawada_rly.,0
2013,andhrapradesh,vijayawada_rly.,2
2001,tamilnadu,virudhunagar,2
2002,tamilnadu,virudhunagar,4
2003,tamilnadu,virudhunagar,3
2004,tamilnadu,virudhunagar,3
2005,tamilnadu,virudhunagar,2
2006,tamilnadu,virudhunagar,1
2007,tamilnadu,virudhunagar,3
2008,tamilnadu,virudhunagar,3
2009,tamilnadu,virudhunagar,4
2010,tamilnadu,virudhunagar,2
2011,tamilnadu,virudhunagar,1
2012,tamilnadu,virudhunagar,2
2013,tamilnadu,virudhunagar,3
2001,andhrapradesh,visakha_rural,3
2002,andhrapradesh,visakha_rural,2
2003,andhrapradesh,visakha_rural,3
2004,andhrapradesh,visakha_rural,3
2005,andhrapradesh,visakha_rural,7
2006,andhrapradesh,visakha_rural,4
2007,andhrapradesh,visakha_rural,7
2008,andhrapradesh,visakha_rural,10
